"Pathway","Infiltrating_Macrophages_UP","Homeostatic_Microglia_UP","Transiently_Activated_Microglia_UP","Infiltrating_Macrophages_DOWN","Homeostatic_Microglia_DOWN","Transiently_Activated_Microglia_DOWN","IFN_Responsive_Microglia_UP"
"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains [GO_BP]",4.487498050728,1.62487633861932,1.61200972482831,0,0,0,4.54987719935761
"regulation of alpha-beta T cell activation [GO_BP]",4.70529481838737,0,0,0,0,0,4.31330786460542
"regulation of alpha-beta T cell proliferation [GO_BP]",5.73622563217561,1.61623607117348,1.60692819139349,0,0,0,4.70888854877401
"regulation of amyloid fibril formation [GO_BP]",0,0,0,0,1.94771483110114,1.51729039859782,0
"regulation of amyloid-beta clearance [GO_BP]",0,0,0,0,1.94771483110114,1.50115998468624,0
"regulation of antigen processing and presentation [GO_BP]",2.75536656822727,0,0,0,0,0,3.53493376990591
"regulation of antigen receptor-mediated signaling pathway [GO_BP]",0,0,0,0,0,0,1.37696968026528
"regulation of apoptotic signaling pathway [GO_BP]",0,0,0,0,0,0,1.83596863105054
"regulation of autophagosome maturation [GO_BP]",0,0,0,0,0,0,1.57765899631303
"regulation of autophagy [GO_BP]",1.30792475411237,0,0,0,0,0,4.40040373571553
"regulation of autophagy of mitochondrion [GO_BP]",0,0,0,0,0,0,2.45384746979498
"regulation of binding [GO_BP]",0,0,0,0,0,0,1.40075828169213
"regulation of biological process involved in symbiotic interaction [GO_BP]",3.44630128204732,1.60410060697066,1.58869964153092,0,0,0,1.55777278755869
"regulation of blood coagulation [GO_BP]",0,0,0,0,1.50145817905078,0,0
"regulation of bone remodeling [GO_BP]",0,0,0,1.7823360863759,0,0,0
"regulation of bone resorption [GO_BP]",0,0,0,1.96615072624667,0,0,0
"regulation of calcium ion transmembrane transport [GO_BP]",0,0,0,0,0,0,1.62656691114721
"regulation of calcium ion transport [GO_BP]",0,0,0,0,0,0,1.56781202414857
"regulation of canonical NF-kappaB signal transduction [GO_BP]",2.76128207872763,0,0,0,0,0,5.52866778663674
"regulation of cardiac muscle cell action potential [GO_BP]",0,0,0,0,0,0,2.15574742974305
"regulation of cell killing [GO_BP]",4.09984822275086,1.98180489973458,2.00591247557852,0,0,0,7.12279817000677
"regulation of cell-cell adhesion [GO_BP]",4.74031585327988,1.39049762539261,1.36381564954319,0,0,0,5.15371027311057
"regulation of cellular extravasation [GO_BP]",0,0,0,0,0,0,1.40619256373492
"regulation of cellular senescence [GO_BP]",1.76703379859077,0,0,0,0,0,2.73321616054588
"regulation of chemotaxis [GO_BP]",0,0,1.52720940349083,0,0,0,0
"regulation of cholesterol efflux [GO_BP]",0,0,0,0,1.65727163225291,0,0
"regulation of cholesterol transport [GO_BP]",0,0,0,0,1.50487907602712,0,0
"regulation of chromatin binding [GO_BP]",0,0,0,0,0,0,3.15068434212377
"regulation of coagulation [GO_BP]",0,0,0,0,1.45697927085006,0,0
"regulation of cysteine-type endopeptidase activity [GO_BP]",0,0,1.48698880288462,0,0,0,0
"regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO_BP]",0,0,1.60158852415284,0,0,0,0
"regulation of cytokine production involved in immune response [GO_BP]",2.9916863925914,2.65647763138319,2.59761097216236,0,0,0,3.66726699742933
"regulation of cytokine-mediated signaling pathway [GO_BP]",5.52699445615236,2.58009919089561,2.53419750883915,0,0,0,6.2605452105817
"regulation of defense response to virus [GO_BP]",5.39007408016839,0,0,0,0,0,6.06505456633425
"regulation of defense response to virus by host [GO_BP]",1.83164081489055,1.79064856221608,0,0,0,0,2.89397883806574
"regulation of endocytosis [GO_BP]",0,0,1.85854465584611,1.96615072624667,0,0,2.46920702359576
"regulation of erythrocyte differentiation [GO_BP]",0,1.71820679482216,1.71496534929992,0,0,0,1.89575214110988
"regulation of exocytosis [GO_BP]",0,0,0,0,0,0,1.32415678293709
"regulation of extrinsic apoptotic signaling pathway [GO_BP]",0,0,0,0,0,0,2.35361224399738
"regulation of fibroblast proliferation [GO_BP]",0,0,0,0,0,0,1.58596109014661
"regulation of glial cell migration [GO_BP]",0,0,0,0,0,1.30346061660998,0
"regulation of granulocyte chemotaxis [GO_BP]",0,1.62487633861932,2.45156237491741,0,0,0,1.63767818104548
"regulation of hematopoietic stem cell proliferation [GO_BP]",2.96237907788124,0,0,0,0,0,0
"regulation of hemopoiesis [GO_BP]",2.2685874203219,0,1.54494383389938,0,0,0,4.22574627084258
"regulation of hemostasis [GO_BP]",0,0,0,0,1.4830900762676,0,0
"regulation of hypersensitivity [GO_BP]",2.69233547739561,2.17397519576105,2.17713627341487,0,0,0,3.43325190866724
"regulation of immune effector process [GO_BP]",4.35584795503492,1.62487633861932,2.20586072946622,0,0,0,8
"regulation of immune response to tumor cell [GO_BP]",1.30914268264865,0,0,0,0,0,0
"regulation of immunoglobulin mediated immune response [GO_BP]",2.11160462752547,1.47184170885825,1.44587721951252,0,0,0,1.80045460857832
"regulation of immunoglobulin production [GO_BP]",1.86044226916949,1.35327386274334,1.3256384408866,0,0,0,0
"regulation of inflammasome-mediated signaling pathway [GO_BP]",4.20967235577349,0,0,0,0,0,4.94578592971009
"regulation of inflammatory response [GO_BP]",0,0,0,0,0,0,8
"regulation of inflammatory response to antigenic stimulus [GO_BP]",2.01603809356505,1.87276861114439,1.87230496801089,0,0,0,2.35316469980808
"regulation of innate immune response [GO_BP]",8,3.2609622773109,3.13994771134123,0,1.53847385057991,0,8
"regulation of interferon-alpha production [GO_BP]",4.51960280449832,1.91489096497795,0,0,0,0,2.51814880442855
"regulation of interferon-beta production [GO_BP]",2.2630909239731,0,0,0,0,0,1.37696968026528
"regulation of interleukin-1 beta production [GO_BP]",0,0,0,0,0,0,3.56654384405767
"regulation of interleukin-1 production [GO_BP]",0,0,0,0,0,0,3.77128382125874
"regulation of interleukin-10 production [GO_BP]",0,0,0,0,1.49217270182461,0,1.66312000484144
"regulation of interleukin-12 production [GO_BP]",0,0,0,0,0,0,1.60833178333322
"regulation of interleukin-13 production [GO_BP]",2.27703899065846,1.9787501493158,1.98034213575324,0,0,0,0
"regulation of interleukin-4 production [GO_BP]",1.98068581585688,1.86389402634815,1.86420645238016,0,0,0,0
"regulation of interleukin-6 production [GO_BP]",0,0,0,0,0,0,2.39079396929203
"regulation of interleukin-8 production [GO_BP]",0,0,0,0,0,0,1.37696968026528
"regulation of leukocyte cell-cell adhesion [GO_BP]",5.91926854537588,1.6653433805425,1.66083438364427,0,0,0,5.48945039197315
"regulation of leukocyte chemotaxis [GO_BP]",0,0,1.98034213575324,0,0,0,0
"regulation of leukocyte degranulation [GO_BP]",0,0,0,0,0,0,1.89575214110988
"regulation of leukocyte differentiation [GO_BP]",0,0,0,0,0,0,3.51411235087226
"regulation of leukocyte mediated cytotoxicity [GO_BP]",4.51960280449832,2.15623305366757,2.17310426926589,0,0,0,5.49001135818068
"regulation of leukocyte mediated immunity [GO_BP]",2.92038942124739,1.38074924587844,1.35378896532107,0,0,0,6.11694350741543
"regulation of leukocyte migration [GO_BP]",0,1.49500617609183,2.17194910313145,0,0,0,2.2325531551051
"regulation of leukocyte proliferation [GO_BP]",4.05147216843735,1.93581329645007,1.94010043784273,0,0,0,4.93397633593623
"regulation of lipopolysaccharide-mediated signaling pathway [GO_BP]",0,0,0,0,0,0,2.70476036655624
"regulation of long-term synaptic potentiation [GO_BP]",0,0,0,0,1.50145817905078,0,0
"regulation of lymphocyte activation [GO_BP]",5.17283732694184,1.32335751130791,0,0,0,0,4.27105220015983
"regulation of lymphocyte differentiation [GO_BP]",1.94754611058129,0,0,0,0,0,1.57682960247963
"regulation of lymphocyte mediated immunity [GO_BP]",3.64428432280188,1.62487633861932,1.61200972482831,0,0,0,3.95838187651019
"regulation of lymphocyte proliferation [GO_BP]",3.59637426172408,1.38074924587844,1.35378896532107,0,0,0,3.7800232778186
"regulation of lysosome organization [GO_BP]",0,0,0,0,0,0,1.94723789666321
"regulation of macroautophagy [GO_BP]",0,0,0,0,0,0,1.90793378458366
"regulation of macrophage activation [GO_BP]",0,0,0,0,0,0,1.76568027575956
"regulation of macrophage cytokine production [GO_BP]",0,0,0,0,0,0,1.44047256799979
"regulation of macrophage migration [GO_BP]",0,0,0,0,1.52813974433965,0,0
"regulation of metal ion transport [GO_BP]",0,0,0,0,0,0,1.37696968026528
"regulation of microtubule depolymerization [GO_BP]",0,0,0,0,0,0,1.58346992289022
"regulation of mitochondrial fission [GO_BP]",0,0,0,0,0,0,1.58346992289022
"regulation of mitophagy [GO_BP]",0,0,0,0,0,0,2.37062256472693
"regulation of monocyte differentiation [GO_BP]",0,0,0,0,0,0,1.63734597718987
"regulation of mononuclear cell migration [GO_BP]",0,0,0,0,0,0,1.47771429463419
"regulation of mononuclear cell proliferation [GO_BP]",3.55250302558014,1.36657857436362,1.34099330233413,0,0,0,4.78836288517555
"regulation of myeloid cell differentiation [GO_BP]",0,1.57779695393706,2.22910316954744,0,1.50626299363184,0,3.07007589383411
"regulation of myeloid leukocyte differentiation [GO_BP]",0,0,0,0,1.72095286174281,0,2.89936247196181
"regulation of myeloid leukocyte mediated immunity [GO_BP]",1.34013735666989,1.5110364541613,1.48006985775415,0,0,0,3.29761110134215
"regulation of myoblast fusion [GO_BP]",1.43970840503457,0,0,0,0,0,0
"regulation of natural killer cell activation [GO_BP]",3.51026361046508,1.61623607117348,1.60692819139349,0,0,0,2.26679228857467
"regulation of natural killer cell cytokine production [GO_BP]",2.96237907788124,2.28388719841325,2.27508968246387,0,0,0,1.70394056869901
"regulation of natural killer cell mediated cytotoxicity [GO_BP]",3.387452098883,1.58791412287407,1.56517099573551,0,0,0,3.65521142884401
"regulation of natural killer cell mediated immunity [GO_BP]",3.29960105983352,1.56904449313524,1.53465160329762,0,0,0,3.51027852581393
"regulation of natural killer cell proliferation [GO_BP]",2.69233547739561,2.17397519576105,2.17713627341487,0,0,0,2.37062256472693
"regulation of neutrophil chemotaxis [GO_BP]",0,1.88858038813209,1.8864413533602,0,0,0,0
"regulation of neutrophil migration [GO_BP]",0,1.66145392997405,1.65633260377889,0,0,0,0
"regulation of non-canonical Wnt signaling pathway [GO_BP]",0,0,0,0,0,0,1.36482107823585
"regulation of osteoclast differentiation [GO_BP]",0,0,0,0,1.33017363939592,0,0
"regulation of pattern recognition receptor signaling pathway [GO_BP]",5.3306673422741,0,0,0,0,0,6.67509304412825
"regulation of peptidase activity [GO_BP]",0,0,0,0,0,0,1.48183316432655
"regulation of peptidyl-tyrosine phosphorylation [GO_BP]",0,0,1.43217180846666,0,0,0,1.33643890396119
"regulation of phagocytosis [GO_BP]",0,0,0,0,0,0,2.19654027892429
"regulation of plasma lipoprotein particle levels [GO_BP]",0,0,0,0,1.50145817905078,0,0
"regulation of platelet activation [GO_BP]",0,0,0,0,1.59308417489004,0,2.12139848149971
"regulation of production of molecular mediator of immune response [GO_BP]",2.8522315254841,2.28133137792892,2.27145117939897,0,0,0,3.27908679281633
"regulation of protein complex stability [GO_BP]",1.76895189210162,0,0,0,0,0,3.08745498996615
"regulation of protein depolymerization [GO_BP]",0,0,0,0,0,0,1.51898257117518
"regulation of protein serine/threonine kinase activity [GO_BP]",0,0,0,0,0,0,1.86806384635341
"regulation of protein stability [GO_BP]",0,0,0,0,0,0,1.34955772918007
"regulation of protein-containing complex assembly [GO_BP]",1.74240028565101,0,0,0,0,0,3.36279294227223
"regulation of protein-containing complex disassembly [GO_BP]",0,0,0,0,0,0,2.35542745235449
"regulation of receptor signaling pathway via JAK-STAT [GO_BP]",2.09011029250817,0,0,0,0,0,2.39068680708329
"regulation of receptor signaling pathway via STAT [GO_BP]",1.94754611058129,0,0,0,0,0,2.18160730499339
"regulation of regulated secretory pathway [GO_BP]",0,0,0,0,0,0,2.1085933081568
"regulation of release of sequestered calcium ion into cytosol [GO_BP]",1.35270417870181,0,0,0,0,0,1.34377332322479
"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO_BP]",0,0,0,0,0,0,1.51898257117518
"regulation of response to biotic stimulus [GO_BP]",8,3.72485808787485,3.66599142865403,0,1.41991526305503,0,8
"regulation of response to cytokine stimulus [GO_BP]",6.20448153471381,3.3443663436197,2.48117911164268,0,0,0,6.63477586684895
"regulation of response to endoplasmic reticulum stress [GO_BP]",0,0,0,0,0,0,1.66674988286983
"regulation of response to type II interferon [GO_BP]",4.51960280449832,2.30229854377613,2.31767791292742,0,0,0,5.38899060574312
"regulation of sequestering of calcium ion [GO_BP]",2.29987434424312,0,0,0,0,0,2.07285623216815
"regulation of stem cell proliferation [GO_BP]",1.96514566267713,0,0,0,0,0,0
"regulation of sterol transport [GO_BP]",0,0,0,0,1.50487907602712,0,0
"regulation of stress-activated protein kinase signaling cascade [GO_BP]",0,0,0,0,0,0,1.4219791528269
"regulation of synapse organization [GO_BP]",0,0,0,0,1.3172884021563,1.30346061660998,0
"regulation of syncytium formation by plasma membrane fusion [GO_BP]",2.27703899065846,0,0,0,1.72095286174281,3.97357587450951,0
"regulation of tissue remodeling [GO_BP]",0,0,0,2.04220258510721,0,0,0
"regulation of toll-like receptor signaling pathway [GO_BP]",3.50052700115299,0,0,0,0,0,0
"regulation of tumor necrosis factor production [GO_BP]",2.93930364676731,1.62487633861932,1.61699482472669,0,0,0,4.00586322314288
"regulation of tumor necrosis factor superfamily cytokine production [GO_BP]",3.63243390352324,1.62487633861932,1.61200972482831,0,0,0,4.53180175837736
"regulation of type 2 immune response [GO_BP]",2.12480165818156,0,0,0,0,0,0
"regulation of type I interferon production [GO_BP]",4.65946030400251,0,0,0,0,0,5.67508077524826
"regulation of type I interferon-mediated signaling pathway [GO_BP]",2.9916863925914,0,1.81757483691117,0,0,0,1.44047256799979
"regulation of type II hypersensitivity [GO_BP]",3.12220094498554,2.334313097825,2.3546276846518,0,0,0,2.96298250346101
"regulation of type II interferon production [GO_BP]",1.56346831345807,0,0,0,0,0,2.13306580346232
"regulation of type II interferon-mediated signaling pathway [GO_BP]",4.51960280449832,2.30229854377613,2.31767791292742,0,0,0,5.38899060574312
"regulation of type IIa hypersensitivity [GO_BP]",3.12220094498554,2.334313097825,2.3546276846518,0,0,0,2.96298250346101
"regulation of tyrosine phosphorylation of STAT protein [GO_BP]",1.49053329456257,0,0,0,0,0,1.55777278755869
"regulation of vacuole organization [GO_BP]",0,0,0,0,0,0,1.63767818104548
"regulation of viral entry into host cell [GO_BP]",3.87414304236141,1.73198979064384,1.72699851220587,0,0,0,1.93296508659955
"regulation of viral genome replication [GO_BP]",6.00637859410199,0,0,0,0,0,5.36202622384884
"regulation of viral life cycle [GO_BP]",8,0,0,0,0,0,6.93238438956419
"regulation of viral process [GO_BP]",8,2.36543438108335,1.72027084232246,0,0,0,8
"regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway [GO_BP]",3.61197613595459,0,0,0,0,0,6.46535529600973
"regulation of xenophagy [GO_BP]",0,0,0,0,0,0,3.08745498996615
"regulatory ncRNA processing [GO_BP]",0,0,0,0,0,0,1.36377326197639
"regulatory ncRNA-mediated gene silencing [GO_BP]",0,0,0,0,0,0,1.94851483159491
"release of sequestered calcium ion into cytosol [GO_BP]",2.34391059525316,0,0,0,0,0,2.13306580346232
"release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO_BP]",0,0,0,0,0,0,2.15574742974305
"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO_BP]",0,0,0,0,0,0,2.22130708884378
"response to axon injury [GO_BP]",0,0,0,0,1.40925940100821,1.61591059890302,0
"response to chemokine [GO_BP]",1.38090457828793,0,0,0,0,0,0
"response to dsRNA [GO_BP]",1.91942621701136,1.83764428384083,0,0,0,0,3.05428111223021
"response to endoplasmic reticulum stress [GO_BP]",0,0,0,0,0,0,3.72732477804234
"response to exogenous dsRNA [GO_BP]",2.1621801254746,1.93241818598991,0,0,0,0,1.74731404086451
"response to extracellular stimulus [GO_BP]",0,0,0,1.71774448381105,0,0,0
"response to gamma radiation [GO_BP]",0,0,0,0,0,0,1.8284636923285
"response to growth hormone [GO_BP]",0,0,0,0,0,0,1.40620992334023
"response to interferon-alpha [GO_BP]",2.310637752751,0,0,0,0,0,1.93869888196167
"response to interferon-beta [GO_BP]",8,0,0,0,0,0,8
"response to interleukin-1 [GO_BP]",0,1.34901560226108,0,0,0,0,0
"response to interleukin-4 [GO_BP]",0,0,0,0,0,0,1.58346992289022
"response to ischemia [GO_BP]",0,0,0,0,0,0,1.35548507630689
"response to lipopolysaccharide [GO_BP]",5.77849966136617,1.35270528357254,1.32493824911521,1.72130955738576,0,0,8
"response to lipoprotein particle [GO_BP]",0,0,0,0,2.87352742577156,0,0
"response to molecule of bacterial origin [GO_BP]",5.53430127978619,0,0,1.69045625322986,0,0,8
"response to nutrient levels [GO_BP]",0,0,0,1.44774230402261,0,0,0
"response to peptide [GO_BP]",0,0,0,0,0,0,2.22132344799955
"response to peptide hormone [GO_BP]",0,0,0,0,0,0,1.78509395070076
"response to protozoan [GO_BP]",3.96559322313363,0,0,0,0,0,6.60895455145501
"response to tumor necrosis factor [GO_BP]",0,1.70756618777896,0,0,0,0,1.65490118809074
"response to type I interferon [GO_BP]",6.56785284354983,1.56904449313524,2.39236876793722,0,0,0,2.73366974642127
"response to type II interferon [GO_BP]",8,3.3443663436197,3.15916414879325,0,0,0,8
"response to virus [GO_BP]",8,2.28388719841325,0,0,0,0,8
"response to wounding [GO_BP]",0,0,0,0,1.50626299363184,0,0
"sarcoplasmic reticulum calcium ion transport [GO_BP]",0,0,0,0,0,0,2.90916308556108
"second-messenger-mediated signaling [GO_BP]",0,0,0,0,0,0,1.8252439746722
"selective autophagy [GO_BP]",0,0,0,0,0,0,2.42104200472752
"sensory system development [GO_BP]",0,0,0,1.44774230402261,0,0,0
"sequestering of calcium ion [GO_BP]",2.27698534607162,0,0,0,0,0,2.03601764282134
"sphingoid metabolic process [GO_BP]",1.40641823941878,0,0,0,0,0,0
"sphingolipid metabolic process [GO_BP]",1.36896359351773,0,0,0,0,0,0
"sphingosine metabolic process [GO_BP]",1.47280876441052,0,0,0,0,0,0
"stem cell proliferation [GO_BP]",2.34391059525316,0,0,0,0,0,0
"stress-activated protein kinase signaling cascade [GO_BP]",0,0,0,0,0,0,2.08110654552744
"suppression of viral release by host [GO_BP]",1.34013735666989,0,0,0,0,0,2.15574742974305
"synapse organization [GO_BP]",0,0,0,0,1.94771483110114,0,0
"synapse pruning [GO_BP]",0,0,0,1.98254487942999,3.32529014120544,0,0
"syncytium formation [GO_BP]",1.49053329456257,0,0,0,2.35364094070425,3.2688646748355,0
"syncytium formation by plasma membrane fusion [GO_BP]",1.52596433940668,0,0,0,2.35546761481584,3.2688646748355,0
"taxis [GO_BP]",0,0,1.60750956583228,0,0,0,1.3610481431578
"tolerance induction [GO_BP]",3.1472736543758,1.87276861114439,1.87230496801089,0,0,0,3.24103876592642
"toll-like receptor 3 signaling pathway [GO_BP]",0,0,0,0,0,0,1.8900815934226
"toll-like receptor signaling pathway [GO_BP]",2.24212211737727,0,0,0,0,0,1.36377326197639
"transepithelial transport [GO_BP]",1.40641823941878,0,0,0,0,0,0
"tumor necrosis factor production [GO_BP]",2.86326788859373,1.61580339764853,1.60623950975304,0,0,0,3.86516800780903
"tumor necrosis factor superfamily cytokine production [GO_BP]",3.55250302558014,1.60502371742448,1.59028579712408,0,0,0,4.38509089514123
"type 2 immune response [GO_BP]",1.7807497960389,0,0,0,0,0,0
"type I interferon production [GO_BP]",4.58774847096863,0,0,0,0,0,6.29595386103478
"type I interferon-mediated signaling pathway [GO_BP]",5.69515659180589,1.60778132559141,2.45156237491741,0,0,0,2.2325531551051
"type II hypersensitivity [GO_BP]",3.12220094498554,2.334313097825,2.3546276846518,0,0,0,2.96298250346101
"type II interferon production [GO_BP]",1.43637691282657,0,0,0,0,0,1.89008907784703
"type II interferon-mediated signaling pathway [GO_BP]",6.60880949841261,3.24554929232605,3.12869068612754,0,0,0,8
"type IIa hypersensitivity [GO_BP]",3.12220094498554,2.334313097825,2.3546276846518,0,0,0,2.96298250346101
"tyrosine phosphorylation of STAT protein [GO_BP]",1.42898289775628,0,0,0,0,0,1.45119749628635
"vacuole organization [GO_BP]",0,0,0,0,0,0,1.46278595290534
"viral entry into host cell [GO_BP]",2.82885452241485,1.3781059260567,1.35266302232283,0,0,0,2.13306580346232
"viral genome replication [GO_BP]",4.99065315501148,0,0,0,0,0,3.98010848080756
"viral life cycle [GO_BP]",6.26156305863073,0,0,0,0,0,6.06751923193219
"viral process [GO_BP]",6.60880949841261,1.83764428384083,0,0,0,0,7.12279817000677
"visual system development [GO_BP]",0,0,0,1.44774230402261,0,0,0
"xenophagy [GO_BP]",1.55444827066729,0,0,0,0,0,3.77128382125874
